nome;indice;latitude;longitude;raio
Polygon 050;1874;-22,698689;-47,350914;50
Polygon 305;1626;-23,545940;-47,054773;50
Polygon 306;1627;-23,113760;-45,911431;50
Polygon 660;660;-17,314468;-49,050733;50
Polygon 660;660;-17,314468;-49,049953;50
Polygon 660;660;-17,314017;-49,050343;50
Polygon 660;660;-17,314017;-49,049563;50
Polygon 660;660;-17,283864;-49,018825;50
Polygon 660;660;-17,283413;-49,018435;50
Polygon 660;660;-17,296266;-49,015709;50
Polygon 660;660;-17,299167;-49,015509;50
Polygon 050;1874;-22,701193;-47,350127;50
Polygon 050;1874;-22,702093;-47,349347;50
Polygon 050;1874;-22,701643;-47,349737;50
Polygon 051;1875;-22,186248;-47,341111;50
Polygon 051;1875;-22,187614;-47,338198;50
Polygon 051;1875;-22,187163;-47,337808;50
Polygon 660;660;-17,301857;-49,015030;50
Polygon 284;1286;-22,202838;-54,804947;50
Polygon 284;1286;-22,205902;-54,808632;50
Polygon 284;1286;-22,209936;-54,803022;50
Polygon 284;1286;-22,205442;-54,794936;50
Polygon 284;1286;-22,205966;-54,792366;50
Polygon 655;655;-16,537535;-49,411978;50
Polygon 655;655;-16,537535;-49,411198;50
Polygon 660;660;-17,318873;-49,010242;50
Polygon 660;660;-17,319540;-49,013106;50
Polygon 656;656;-17,817176;-50,944874;50
Polygon 660;660;-17,316549;-49,041765;50
Polygon 660;660;-17,316999;-49,041375;50
Polygon 660;660;-17,316549;-49,040985;50
Polygon 660;660;-17,316098;-49,040594;50
Polygon 660;660;-17,315648;-49,040204;50
Polygon 660;660;-17,314373;-49,047705;50
Polygon 284;1286;-22,223948;-54,828140;50
Polygon 053;1877;-22,765380;-47,393772;50
Polygon 053;1877;-22,767104;-47,386732;50
Polygon 053;1877;-22,777057;-47,395115;50
Polygon 053;1877;-22,777874;-47,397832;50
Polygon 053;1877;-22,777874;-47,397052;50
Polygon 053;1877;-22,777423;-47,397442;50
Polygon 053;1877;-22,775493;-47,408978;50
Polygon 053;1877;-22,762030;-47,407536;50
Polygon 057;1881;-21,986458;-46,808550;50
Polygon 284;1286;-22,205444;-54,814637;50
